Observed concentration,Predicted concentration symbolic regression ALE,Predicted concentration Eleveld
5.48,4.2829328,4.8833623
3.64,4.3791237,4.9989285
1.59,1.2444532,1.6966239
0.31,1.3843243,1.3290068
2.93,2.1136615,2.1481502
3.61,2.535634,2.7097824
4.32,2.9625013,3.2476656
5.44,3.3715398,3.753803
4.82,3.6735625,4.112419
5.93,4.232037,4.7815175
6.76,4.381766,4.95711
5.65,4.4360895,5.139625
1.22,1.2007751,1.6432737
0.42,1.1472088,1.0931294
4.92,3.2706742,3.5237818
3.7,3.6503797,3.9926429
6.14,4.0221124,4.4486365
7.34,4.2116256,4.6775575
7.62,4.536943,5.0937304
5.9,5.2035146,5.8593655
1.76,1.2821325,1.800825
1.3,2.4388323,2.4924939
1.6,3.3835313,3.7104843
1.19,3.8662982,4.348248
0.96,1.578042,2.3076928
0.12,1.2495742,1.1978298
0.99,1.8203192,1.8911612
1.46,2.2782352,2.4779325
2.02,2.6825607,2.9934857
2.57,3.1276143,3.5223749
3.34,3.5394995,4.0281773
2.69,3.8532252,4.406534
4.27,4.974392,5.7033505
4.27,1.433706,1.8894962
0.92,2.995971,3.328614
1.65,3.8579433,4.401789
2.03,4.5497837,5.204025
3.19,5.4577646,6.274893
4.5,1.2910584,1.6160061
4.5,1.099455,1.2658087
0.98,1.5126039,1.7555003
2.22,1.9584097,2.2642539
1.11,2.4791281,2.8320625
0.47,2.743066,3.123785
2.01,0.7900937,0.7987159
2.7,1.4113516,1.535306
0.27,1.8564166,2.0938857
0.75,2.3156235,2.6437669
1.43,2.8285522,3.2296717
4.21,3.168868,3.646548
1.34,3.7119384,4.272878
3.21,1.6366328,2.2358112
3.21,0.0,0.0
3.61,0.0,0.0
1.38,0.0,0.0
0.55,0.65374976,0.70532393
1.01,1.0901091,1.1951926
1.56,1.3923512,1.5216341
1.07,2.0378616,2.210781
1.46,2.258863,2.4477713
1.16,0.8654378,1.0140646
0.57,1.1228169,1.0985317
1.07,1.564058,1.6187671
1.69,2.005229,2.1381793
1.45,2.4416463,2.6296263
3.47,3.0011709,3.255499
3.47,3.0669663,3.3295522
3.36,3.8356144,4.176828
1.87,2.9251046,3.4247112
0.14,2.3359692,2.2858095
3.31,3.1511416,3.259343
3.36,4.0952544,4.3545413
4.95,4.569059,4.897399
5.81,5.2115664,5.6250663
0.19,1.4624852,1.3724959
0.96,2.0038543,2.0004966
2.35,2.470759,2.555117
2.32,2.90998,3.0740142
3.33,3.6056206,3.86588
3.33,1.0622221,1.3133254
0.92,2.6677346,2.576393
1.2,3.6865823,3.8199124
3.71,4.0955043,4.3016043
3.91,4.2656884,4.5106397
5.96,2.4833632,3.2450588
5.96,0.0,0.0
3.04,0.0,0.0
0.66,1.2866338,1.2886469
1.15,1.7233878,1.8216171
1.62,2.1180928,2.302299
2.21,2.5318742,2.7863598
3.06,3.4156013,3.7851617
4.19,4.098583,4.55414
6.25,4.750631,5.2572026
6.25,0.80202127,0.7953179
0.8,1.0417224,0.9937034
0.8,1.5516388,1.6098293
1.5,1.9570204,2.1027732
2.01,2.4280078,2.6364207
2.48,2.736828,2.977712
2.81,3.17506,3.484832
3.19,0.8455235,0.9092836
0.68,2.3533576,2.2871585
1.84,3.4731607,3.6223357
3.45,4.156728,4.465345
3.51,4.542037,4.916191
3.88,5.0088043,5.440728
3.88,0.9618523,1.0434659
5.94,2.189165,2.2196062
0.93,3.1094844,3.3320887
1.45,3.6884212,4.016159
3.05,4.4657397,4.9031086
3.48,0.85263556,0.85938394
5.06,0.7623562,0.8023395
5.06,1.2106775,1.323036
0.67,1.6587267,1.8240861
0.27,1.7605964,1.9500185
1.11,2.0738301,2.285973
1.8,2.312358,2.5479386
1.6,0.8198574,0.85745966
2.19,0.0,0.0
3.19,0.0,0.0
0.83,0.0,0.0
0.32,1.5047191,1.480442
1.17,1.8599623,1.9219226
1.63,2.4462566,2.6180744
2.09,2.9159203,3.1644144
3.26,3.944293,4.309795
3.35,4.4686656,4.8971014
4.09,4.8575096,5.321162
4.09,6.1380696,6.718379
5.22,1.7200745,1.9288822
0.83,2.5282533,2.4525235
1.62,3.3607357,3.476516
3.18,5.4276648,5.868659
5.08,5.787736,6.2695436
5.53,6.269767,6.8229785
7.02,6.843845,7.445264
6.52,1.7313046,1.8943995
0.93,1.3232425,1.4199376
0.84,1.8130445,1.9739568
1.48,2.101878,2.2826838
1.94,3.3156192,3.574824
2.75,3.4687293,3.829752
3.04,1.2375443,1.1658671
0.35,1.7116165,1.7923915
1.4,2.1806169,2.36389
1.76,2.3459828,2.5475025
1.87,4.0075994,4.4000306
3.95,4.959157,5.4276133
5.46,1.7221634,1.9835248
1.25,3.7784193,3.8858635
2.84,4.7793865,5.1218634
5.52,5.6469264,6.1244054
6.18,6.502921,7.1008315
6.21,1.722828,1.8152022
1.14,0.0,0.0
0.01,0.92350733,0.98399466
1.31,1.3993514,1.5696486
2.34,1.6760579,1.9193581
1.96,2.1698945,2.4930975
2.68,2.485891,2.871887
3.82,3.6301937,4.1651893
1.5,1.3248768,1.8457295
0.23,1.6189257,1.4364935
2.06,1.8659954,1.9435307
3.14,2.233847,2.4529893
3.2,2.6439142,2.9709086
3.4,2.76652,3.1127505
3.73,3.3062804,3.7612202
8.63,4.7952757,5.5007586
2.45,2.2380888,2.2340333
3.52,3.153211,3.5255623
4.04,3.4507833,3.893812
7.75,5.4649897,6.3356028
1.99,1.3775477,1.8083793
1.13,1.5508866,1.494165
4.26,3.1560507,3.313848
5.47,4.0690618,4.479358
5.47,5.973163,6.829732
7.62,1.245597,1.5975913
1.32,1.0570608,1.2192605
1.17,1.4592762,1.6792668
1.55,1.6841626,1.93848
2.3,2.3226254,2.6379704
3.49,1.1874609,1.5261426
2.01,0.0,0.0
3.29,3.6443493,3.704674
3.84,4.6464663,4.799815
4.04,5.536686,5.806368
7.26,6.7811837,7.1817665
7.74,9.184422,9.7519
2.38,2.803748,3.748184
1.08,1.2491075,1.3585029
1.52,1.8073334,1.9733921
2.39,2.384232,2.5768685
2.31,2.905002,3.134275
3.03,4.369038,4.6492844
1.52,1.8653748,2.1972852
1.76,3.3920472,3.1820529
5.06,4.028978,3.990723
4.12,5.140828,5.30145
7.44,6.063708,6.3510003
6.67,7.2772846,7.684823
6.18,7.7705274,8.223178
6.18,1.8829778,2.5023756
2.26,2.1640651,2.1121857
0.41,2.6651566,2.7200232
1.26,3.1394935,3.2780044
2.85,5.688109,6.074606
3.74,6.3962483,6.827032
5.32,1.9735882,2.585148
2.35,1.7231978,1.7519033
1.22,2.149988,2.2617815
2.11,3.3953555,3.6122103
3.41,4.5177846,4.830538
4.45,4.885464,5.2140865
4.42,1.7278416,2.1865635
1.69,0.0,0.0
2.37,2.198981,2.3182712
2.92,2.9499404,3.2698803
5.86,4.7872434,5.468179
5.86,1.2633315,1.846708
1.49,3.6276984,3.9160666
3.6,4.2007227,4.639699
4.88,4.9448037,5.555713
6.85,1.1862712,1.6746898
1.5,1.4513484,1.5861014
1.71,1.8234421,2.0576568
2.19,2.200522,2.5156496
2.49,2.8848312,3.3282263
4.0,0.85768,1.0903416
1.05,0.9464541,1.0752689
1.16,1.8059391,2.0615852
2.4,0.9218643,1.2215675
1.05,1.5782145,1.4062885
0.45,1.8091748,1.8893652
1.97,2.335757,2.5757363
2.74,2.6744342,2.9857066
3.43,3.5314572,4.021646
5.37,0.89050287,1.1168857
1.08,0.0,0.0
2.15,2.4502532,2.4858263
2.06,3.4707043,3.7944593
3.58,4.4661283,5.0121884
3.58,4.8549705,5.4850245
5.18,0.8308203,1.1789125
0.94,2.4272316,2.486213
1.79,3.1852438,3.4783647
3.38,3.9216034,4.3939915
3.66,4.723749,5.341371
3.66,1.0937476,1.4250228
5.85,1.9526523,2.02804
1.25,2.7739794,3.0987074
1.34,3.000167,3.3695211
1.64,3.2159557,3.6315424
2.57,3.7677662,4.287878
2.96,1.1876388,1.6842765
3.93,1.2815701,1.1768727
1.24,1.4973412,1.6306328
0.19,1.9459907,2.1915176
1.07,2.3953366,2.7337105
1.52,2.662375,3.0470316
1.9,3.590494,4.1216364
2.4,1.0824854,1.3344865
2.4,0.68832356,0.73009247
3.75,1.0942985,1.2592034
0.66,1.5675893,1.7996987
0.17,1.8099194,2.0812662
0.66,1.9276881,2.2018301
1.49,2.5599697,2.9073172
2.09,1.1333015,1.4140455
2.28,0.0,0.0
2.64,0.0,0.0
1.23,0.0,0.0
1.59,2.2756472,2.3314345
2.83,3.2595603,3.5531588
5.8,4.040678,4.49779
5.8,0.67120916,0.8467894
5.8,1.13125,1.0842928
0.68,1.6306518,1.7221682
0.19,2.083623,2.2907295
1.35,2.5911818,2.8814692
2.42,2.8811462,3.2145686
1.63,1.4350523,1.976392
2.56,1.111985,1.4826442
2.21,0.47340566,0.48093265
1.000001,2.096015,2.07809
0.25,2.4777834,2.628964
1.19,2.8911452,3.1529932
2.57,3.365622,3.7153926
3.38,3.8506398,4.281131
3.26,4.3060036,4.821663
4.05,0.99976885,1.1144478
4.87,1.1477005,1.3105748
1.21,1.6682413,1.8890009
0.96,1.7797657,2.0462928
1.15,2.0656302,2.3411188
1.62,2.534604,2.8755286
2.06,0.9870084,1.1543541
2.89,1.6101189,1.5059801
0.86,3.4164991,3.4610453
1.97,4.4196854,4.711999
4.89,4.8706098,5.2813087
5.87,5.0983844,5.5633903
6.88,0.89334446,0.9811094
6.17,0.0,0.0
0.79,0.0,0.0
2.36,2.6543088,2.6139114
3.46,3.7271512,4.00424
5.58,4.9831443,5.536533
5.89,5.3941603,6.0282965
5.89,0.9652152,1.2917788
0.99,1.4057844,1.200099
0.22,1.6819655,1.7558708
0.86,2.056427,2.239543
1.63,2.5793953,2.8572931
2.29,2.7858827,3.1023214
2.51,3.7223873,4.1658664
3.83,4.428862,5.0222764
5.49,1.5107814,1.8395963
1.9,0.6953894,0.7142288
0.34,1.1419207,1.2977957
0.72,1.6953115,1.9229877
1.66,2.1037776,2.3767178
2.62,3.0580397,3.4232574
2.62,1.2377748,1.4166086
3.71,0.42912394,0.48606396
1.29,2.0594757,2.0812652
0.52,2.4261513,2.6283674
1.55,2.8914058,3.2020295
3.36,3.134187,3.4912434
4.52,4.253209,4.791614
4.0,1.2398795,1.6770704
4.0,2.4368606,2.3499062
5.22,3.2968752,3.563699
1.66,4.193764,4.6374993
2.3,4.5587254,5.0563326
3.9,4.365318,4.9697886
5.11,1.241897,1.7475299
6.09,0.0,0.0
6.09,0.0,0.0
6.09,0.0,0.0
1.65,0.0,0.0
2.15,2.7096972,2.5861034
3.38,3.4973147,3.5987937
4.4,4.443469,4.761219
5.94,4.8808026,5.2644234
5.94,5.68565,6.268526
6.34,1.7049004,2.2851157
1.87,0.56684196,0.58124304
0.51,2.528285,2.4483414
1.46,3.308222,3.5133858
4.26,4.122028,4.469987
5.17,4.3262167,4.737181
5.66,5.1172566,5.6502514
5.66,1.6056651,2.1306665
6.04,2.0008843,2.035614
1.46,2.4629865,2.6027033
1.86,2.858991,3.0925803
2.42,3.3901618,3.6816685
3.11,3.9284952,4.318377
3.45,4.474043,4.9453154
3.86,4.8193426,5.3309803
5.23,1.6183509,2.0755253
6.3,1.0416069,1.0212079
1.71,1.6297786,1.7120131
0.39,2.1221542,2.2972293
0.5,2.5109973,2.7543516
1.91,3.0064647,3.3166769
2.25,3.3583977,3.7128928
3.46,3.7022164,4.0776134
3.24,4.085376,4.524443
3.64,1.7566311,2.2339573
4.38,0.0,0.0
1.4,0.0,0.0
0.16,1.036689,1.0163667
0.87,1.4849651,1.552577
1.4,2.0062077,2.1298227
1.95,2.4754112,2.6417797
2.61,2.8128183,3.0191736
3.39,4.258721,4.589339
0.9,1.3936028,1.8538926
0.9,0.8624925,0.8048788
0.39,1.2308792,1.2913142
0.7,1.7456555,1.8675604
1.83,2.1758268,2.348696
1.77,3.1278486,3.367683
3.66,1.9996684,2.4123137
3.66,2.85999,2.6403584
1.66,3.6401215,3.6284554
3.44,4.640985,4.820992
3.17,5.0444126,5.2863073
2.43,6.1248703,6.4927673
3.84,1.5659908,2.1681907
6.23,1.6676322,1.4733346
1.25,2.0017407,1.9835373
0.31,2.433913,2.5158215
1.45,2.8776312,3.034835
1.82,3.30098,3.4894414
2.89,4.3537884,4.675669
2.57,4.885916,5.284792
4.17,1.5718033,2.1444075
3.8,2.4729886,2.3175976
1.09,3.3700998,3.448242
2.02,3.6881027,3.8207061
2.76,5.1181207,5.454102
3.23,5.361088,5.755043
4.7,1.4276686,1.9321113
5.19,0.0,0.0
1.13,0.0,0.0
1.000001,1.6441112,1.6949692
3.14,3.9209435,4.498468
4.55,5.5919266,6.46747
0.94,1.4492677,2.07326
0.23,0.41177794,0.4373636
2.46,2.7330348,2.6393948
3.16,3.3053823,3.63172
3.78,4.1312723,4.674161
4.14,4.5102654,5.1223307
5.95,5.7725115,6.623138
0.9,1.2496446,1.6000562
0.21,0.70100594,0.7334971
0.7,1.0553751,1.2048252
1.28,1.4583315,1.6799666
1.99,1.9111928,2.20441
1.93,2.046983,2.3560975
2.99,2.705181,3.0903585
1.08,1.3958952,1.775103
0.18,0.46177825,0.5100717
2.65,2.139772,2.3823862
2.44,2.5268204,2.8592842
2.79,2.9517982,3.3603964
3.5,3.1922464,3.6632228
3.5,4.6674123,5.3871384
5.17,1.0947356,1.184271
0.74,1.3127487,1.3934673
1.16,1.808551,2.0184836
1.55,2.2731252,2.578532
2.33,2.6476023,3.0423648
2.89,4.063405,4.6720834
2.89,1.1915492,1.3180032
5.12,0.0,0.0
0.84,0.0,0.0
0.16,1.5284084,1.4507693
1.14,1.9622234,2.018573
2.3,2.4721272,2.622825
3.8,3.0432723,3.3097038
4.38,3.5056345,3.801856
4.38,0.9304433,1.4175535
1.13,2.5426357,2.3977122
3.06,2.9575455,2.9818645
4.05,3.4179533,3.5653255
3.05,4.379371,4.7192826
4.12,0.91077316,1.1713103
1.07,3.2805588,3.0039966
3.6,3.4145963,3.247728
4.05,4.516223,4.743133
5.27,4.925678,5.240699
5.23,0.9623239,1.1803533
1.000001,0.7482503,0.77330387
0.59,1.1912472,1.3175782
1.08,1.6413013,1.8155264
1.91,1.7457212,1.9499148
1.86,2.3335032,2.5817068
2.1,1.266443,1.6319606
1.34,1.292187,1.1416672
0.25,1.634629,1.702395
1.15,2.12637,2.3017006
1.67,2.2131789,2.3970315
2.48,2.8410807,3.1329443
3.5,0.91045094,1.2027625
1.03,0.0,0.0
1.54,2.133867,2.1992605
1.71,3.086404,3.34599
3.12,3.957237,4.3818717
3.94,4.7934885,5.3303375
5.95,5.285376,5.880995
9.26,7.488759,8.320651
9.77,7.652833,8.503128
1.63,1.5905013,1.5305377
0.66,1.2917991,1.1837199
2.14,1.6046894,1.6611648
2.31,2.0401285,2.1972213
3.51,2.5445251,2.7717052
3.2,2.9248343,3.2167635
4.31,3.2079442,3.5312335
6.34,4.3206873,4.7777467
1.76,1.5416561,1.8282487
0.68,1.6869822,1.5456758
2.3,1.9898735,2.0419972
3.84,2.474717,2.6269195
3.11,2.8226786,3.0819945
3.19,3.3265371,3.6498091
4.59,3.7741082,4.1655784
6.91,3.9066145,4.311189
8.37,5.324942,5.902052
2.01,1.364943,1.4227631
3.31,2.9472976,2.9582179
2.45,3.5062993,3.6856108
6.94,4.5693197,4.95044
7.6,5.331148,5.859613
8.63,5.968125,6.585921
9.8,6.3657804,7.044829
2.01,1.338094,1.3756273
0.85,0.7810245,0.85087353
1.39,1.2140554,1.3636737
2.09,1.7092093,1.9072907
2.7,2.2172794,2.4507852
3.38,2.3575754,2.601324
4.18,3.1871397,3.493757
0.9,0.9326871,1.0196345
0.99,1.3524202,1.5452936
1.83,1.7329619,1.9956579
2.1,2.1982903,2.54191
3.97,2.7013075,3.1079261
4.02,2.8949077,3.3562608
5.05,3.8489976,4.4373145
6.85,5.077828,5.8784833
2.04,2.105557,2.7755501
2.22,1.9803882,2.053437
2.99,2.8757396,3.2125852
3.53,3.7360692,4.2770424
4.65,3.9195588,4.4853644
7.58,4.621229,5.33881
8.54,5.9864025,6.946253
2.98,2.419629,3.4879103
0.21,0.41212353,0.48366857
1.96,1.8071398,1.9137169
2.16,2.1510293,2.407554
3.16,2.514254,2.874836
4.51,2.9447591,3.3872428
4.07,3.4666717,4.0082946
4.07,5.4224024,6.288357
8.51,1.776338,2.4104135
1.46,0.7198466,0.74531174
0.43,1.0873548,1.2515835
1.25,1.494119,1.7274897
2.17,1.9229052,2.2189145
2.8,2.4277458,2.7683773
3.57,2.594255,2.9648736
3.25,3.010295,3.414063
3.84,4.0756783,4.5990825
6.11,2.316648,2.8560922
2.05,2.6692123,2.6830916
3.37,3.2624745,3.570325
4.77,3.8983803,4.4087553
6.91,4.9479246,5.571664
6.57,5.1768584,5.9818177
6.6,1.4748731,2.0835884
8.54,0.0,0.0
1.64,0.0,0.0
0.74,0.6301404,0.67901295
2.2,1.114608,1.2069237
2.36,1.4830787,1.6058508
3.9,1.9675877,2.120175
5.49,2.9736013,3.1778188
2.28,1.6520679,1.9771054
2.61,2.5443242,2.417497
5.56,3.2877889,3.3309422
8.39,4.2590194,4.4411626
9.43,5.045937,5.331804
9.43,5.9558144,6.3265715
12.43,1.2653812,1.3521501
1.98,1.6863655,1.4865006
0.39,2.081603,2.0260918
2.43,2.5097291,2.54663
3.27,2.9422922,3.0514188
3.5,3.4338672,3.5981855
6.68,3.9849944,4.2259727
6.25,4.328561,4.6086392
7.82,4.8072042,5.134493
8.75,1.3206649,1.5648608
2.1,3.0360534,2.844864
5.22,3.7888553,3.8018663
6.43,4.15881,4.253033
6.74,5.8076677,6.1284328
10.7,1.3187644,1.5246285
10.7,1.6805413,1.7113538
2.14,0.0,0.0
2.36,0.0,0.0
1.31,2.3833919,2.276535
1.84,2.2773368,2.2368357
1.93,1.9610808,1.913811
1.86,1.8981465,1.9059974
1.08,1.0637705,1.0482726
1.1,0.9442416,0.9523368
1.38,0.8681646,0.8495896
1.22,0.840998,0.8481876
1.17,0.6574074,0.6490537
0.85,0.608104,0.6164586
1.14,0.76055324,0.7573156
0.88,0.69778293,0.712135
2.27,2.2920418,2.4044933
3.07,2.3086185,2.4195154
1.18,1.3140321,1.3825519
1.35,1.2412232,1.3280541
1.53,1.5350108,1.5949427
1.75,1.5227513,1.6270316
2.74,1.8235133,1.9386305
2.55,1.8716736,1.9811496
3.08,2.066532,2.196346
3.34,2.0944533,2.2299018
2.99,1.7706053,1.8709913
3.03,1.774158,1.8794756
2.32,1.9456139,2.0549395
2.39,1.9625059,2.0774226
2.23,1.7295845,1.8270522
1.85,1.7147323,1.8264202
1.35,1.6183354,1.7309468
2.17,1.6175946,1.7353309
0.84,0.7604804,0.7235392
0.69,0.68054,0.6704658
1.28,1.3023996,1.274654
1.36,1.2518094,1.2653061
1.38,1.4426228,1.4625641
1.53,1.4282032,1.474299
1.35,0.6226857,0.6187404
1.07,0.5853893,0.60759336
2.01,1.3446804,1.4562945
1.95,1.3912718,1.493384
1.46,1.629365,1.7108507
1.45,1.7193574,1.7784417
1.23,1.4415601,1.438211
1.16,1.4079739,1.4323055
1.02,1.18785,1.1971055
1.22,1.1456448,1.1731532
0.93,0.5639661,0.5383239
0.88,0.4693088,0.460749
5.47,2.757903,3.0324395
5.61,2.813585,3.0463839
2.91,1.7204304,1.846325
3.81,1.7501264,1.8844134
1.15,0.6558302,0.66070276
1.15,0.5931518,0.6270656
1.39,0.76437616,0.80331165
1.32,0.7034098,0.76619965
1.11,0.57651174,0.61115056
1.05,0.5528841,0.6014296
1.82,1.9053069,2.1556962
1.66,1.9781884,2.2048252
0.58,0.9508958,0.9959756
0.69,0.9344707,1.0373152
0.86,1.1248995,1.2273647
0.91,1.1414607,1.2820125
1.3,0.93947417,1.018422
1.06,0.98191166,1.0898944
0.6,0.50545084,0.5392014
0.55,0.46669582,0.4820746
1.78,1.4476625,1.6430235
1.42,1.4913186,1.6774858
1.97,3.524992,3.7886298
3.21,3.6301816,3.8443289
1.1,1.3262401,1.3124665
0.88,1.2903552,1.322977
1.87,2.196447,2.3410778
2.4,2.2429125,2.3847873
2.26,2.9139183,3.127805
2.58,2.996491,3.1877918
1.84,2.0409336,2.1124094
1.16,2.0548291,2.1666186
1.08,1.7414244,1.734117
1.29,1.7492436,1.817601
0.81,0.7937251,0.77507603
0.8,0.8334086,0.851525
1.48,1.2158763,1.2271471
1.35,1.2347641,1.284086
2.26,2.6432316,2.8280492
2.63,2.6943746,2.8633282
1.85,1.8262439,1.8943189
2.25,1.8588095,1.958822
2.32,1.9029442,2.0066576
2.58,1.9538847,2.0767214
2.06,1.8762558,2.009
1.57,1.9242884,2.0591235
4.47,3.0223575,3.2517273
4.03,3.1252348,3.3325715
1.13,1.0573765,1.0970844
1.23,1.2926337,1.3649938
2.92,2.537107,2.7435918
3.5,2.580713,2.7840621
2.46,1.7423302,1.8756187
2.38,1.8131618,1.9565452
1.38,1.2832721,1.3325775
1.76,1.2850206,1.3731633
1.77,1.6371381,1.7119921
1.85,1.650204,1.760787
1.52,1.4311758,1.4811302
1.36,1.4975684,1.5679533
1.68,1.8082441,1.8722045
1.75,1.849019,1.9291586
2.6,2.6604815,2.8087335
3.18,2.6966715,2.8389246
2.75,2.3331795,2.4616094
2.87,2.3596067,2.4878683
1.15,1.1599313,1.1890942
1.23,1.1496642,1.1986481
1.09,1.1214985,1.1317294
1.26,1.102329,1.1391042
1.19,1.1601653,1.2618269
1.41,1.20826,1.3416015
4.44,2.4509952,2.7927113
3.82,2.5477655,2.871265
2.13,1.773423,1.9452412
1.98,1.7373965,1.9463962
2.81,2.0400884,2.3111475
3.47,2.0463426,2.3210979
0.87,0.82824624,0.86428833
1.22,0.8300156,0.90894073
2.88,1.9036862,2.1129887
3.21,1.9092653,2.1415315
2.45,1.7148987,1.7961885
1.79,1.7556812,1.8589631
1.77,1.7846717,1.8789454
1.53,1.8204556,1.9325529
1.12,1.3285716,1.3539541
0.85,1.3240054,1.3963743
2.72,2.0723205,2.2544568
2.6,2.1523573,2.3264177
3.65,2.5285823,2.780811
3.68,2.6021063,2.8283305
0.84,0.7556557,0.77973825
0.7,0.72803146,0.78063154
2.1,2.2375517,2.299167
1.95,2.2368608,2.3396888
1.45,2.6545858,2.8526936
3.18,2.723391,2.9101453
4.7,3.2818265,3.5914302
3.86,3.3971355,3.6618936
1.71,1.6637005,1.712518
1.89,1.6236238,1.7226995
1.23,1.1215632,1.1154546
1.03,1.0844698,1.1380082
2.49,2.066808,2.2080693
2.85,2.0916462,2.2458413
2.68,3.320438,3.558544
2.57,3.4352744,3.6198685
1.91,1.885764,1.8499496
1.79,1.8677218,1.9154482
3.64,3.127021,3.3321311
3.14,3.1885407,3.3805933
1.38,1.107541,1.1001195
1.71,1.0723087,1.1195023
2.83,2.6541486,2.7933898
2.93,2.6982906,2.8582509
2.47,2.076582,2.125792
2.17,2.100684,2.2128205
1.98,1.4134312,1.5190231
1.72,1.5155795,1.6329128
1.55,1.4918523,1.6072623
1.61,1.4996806,1.6242212
0.97,0.7194581,0.73650944
0.97,0.66264504,0.7222625
3.21,2.1787202,2.4203827
3.25,2.2655156,2.4812555
1.2,1.1134434,1.1803671
1.1,1.1166751,1.223785
1.4,1.1893613,1.2856469
1.58,1.1975625,1.3119628
0.91,2.5333564,2.2839139
3.76,3.970019,4.1537757
4.04,4.4095635,4.810977
5.635,5.094453,5.5256267
1.755,2.6794932,3.3497312
0.92,1.4661542,1.6825029
0.74,1.233274,1.2131379
0.36,1.0007734,0.91392034
0.28,0.8269892,0.7655073
0.23,0.686093,0.64655715
0.22,0.4789802,0.46866366
0.19,0.29268634,0.30347475
0.17,0.19244434,0.21065283
1.76,2.5269823,2.3961122
4.79,3.7708304,4.2676916
4.405,4.167638,4.901566
5.635,4.8572445,5.613766
2.26,2.4493659,3.3282132
1.3,1.4284493,1.6644824
1.2,1.2357694,1.2233323
0.76,0.9850305,0.93650013
0.635,0.79312295,0.782337
0.58,0.6417642,0.65787184
0.43,0.4281306,0.47195768
0.33,0.24864656,0.29981536
0.29,0.16002844,0.20346217
4.79,3.6876616,4.086172
8.51,4.0601325,4.683409
7.47,4.6810417,5.3395605
3.965,2.3366067,3.1421018
1.91,1.3025361,1.544199
1.535,1.1154784,1.1227763
1.15,0.8958048,0.8542163
0.75,0.7280556,0.7123547
0.76,0.59428275,0.5981217
0.54,0.4024284,0.42795056
0.46,0.23691182,0.2710753
0.425,0.1524831,0.18372801
1.77,2.3483253,2.2778382
3.4,3.4584954,3.9624107
4.815,3.8040679,4.505995
5.34,4.4127526,5.1333327
2.125,2.1704342,2.955492
1.23,1.2593746,1.4597058
0.87,1.0969639,1.0918268
0.485,0.88515776,0.8541056
0.3,0.72081494,0.71855766
0.285,0.58964443,0.6077629
0.2,0.4013047,0.44049668
0.175,0.23849252,0.28296068
0.11,0.15521462,0.19299124
0.292,2.240926,2.1415493
2.735,3.3597167,3.6956763
3.59,3.6939952,4.189158
4.601,4.263837,4.7670836
1.47,2.1238868,2.7190282
0.692,1.19679,1.3421766
0.479,1.0413808,1.0145571
0.281,0.86854607,0.8076028
0.221,0.73224145,0.6880676
0.191,0.6192458,0.5892105
0.164,0.44780526,0.43761745
0.131,0.28530946,0.2911273
0.103,0.19212127,0.20483246
0.17,2.2927403,2.200569
3.139,3.443698,3.8182905
3.869,3.8009195,4.3400097
5.006,4.419691,4.9525943
2.674,2.2361984,2.8508646
1.415,1.2921215,1.4204361
1.066,1.1272963,1.0738422
0.729,0.9331492,0.8526094
0.496,0.78031945,0.72549766
0.402,0.6547364,0.620603
0.265,0.46662733,0.46012518
0.196,0.29209694,0.30563572
0.178,0.1945977,0.2150409
0.009,2.2033253,2.1359885
3.004,3.2777429,3.6510565
2.762,3.6035175,4.1259675
3.487,4.1716905,4.696492
2.213,2.0692163,2.6540418
1.026,1.1862018,1.3166279
0.693,1.0389528,1.0081803
0.454,0.86674863,0.81069326
0.299,0.7299988,0.6927115
0.213,0.6167581,0.59464645
0.15,0.44523206,0.44356796
0.122,0.28311196,0.29647666
0.1,0.19046858,0.20905608
0.972,2.259571,2.1993198
3.792,3.36336,3.77227
5.449,3.7123327,4.2724214
4.552,4.331907,4.879265
2.141,2.1818855,2.779502
1.22,1.2854573,1.3955745
0.891,1.1292084,1.0724611
0.584,0.934535,0.86206985
0.38,0.780305,0.73586226
0.326,0.65378875,0.63109714
0.181,0.4647678,0.46999848
0.158,0.29014722,0.31363866
0.142,0.19312575,0.22106302
2.386,3.3866308,3.541379
3.803,3.6929934,4.009518
3.718,4.175451,4.543949
1.242,2.0140054,2.5784287
0.716,1.0386939,1.2507391
0.594,0.8866473,0.9344998
0.269,0.7515879,0.7395814
0.257,0.6467044,0.6294342
0.202,0.5578519,0.53844786
0.133,0.41867873,0.3989704
0.105,0.2795857,0.26425123
0.096,0.19445235,0.1849307
0.012,2.328218,2.23844
2.967,3.5012872,3.903617
3.301,3.8733673,4.4479446
4.079,4.5230684,5.0879526
1.926,2.3092802,2.9525356
1.083,1.3525671,1.4825103
0.821,1.1812787,1.1206112
0.502,0.9731751,0.88817483
0.362,0.80967593,0.7554568
0.272,0.6760593,0.64602625
0.199,0.47750288,0.4786526
0.114,0.29569995,0.3175845
0.098,0.19577622,0.22317128
1.47,2.4705336,2.3352308
3.484,3.6967025,4.1482916
3.787,4.0751605,4.755586
4.855,4.7202096,5.430404
2.358,2.361331,3.1996474
1.07,1.3445605,1.5829523
0.787,1.1583402,1.1576947
0.745,0.92840534,0.88451856
0.36,0.752244,0.73854613
0.395,0.61229175,0.6207748
0.152,0.41267365,0.44502532
0.152,0.24201854,0.28254917
0.077,0.15593418,0.19177768
2.82,2.4979649,2.397377
3.369,3.695619,4.2233796
4.285,4.0867004,4.8322263
4.882,4.782744,5.5355544
