Column1,Column2,Column3,Column4,Column5
0.0,0.0,0.0,0.0,0.0
0.0334001336005344,0.02875140681592308,0.02734649369561186,0.027822616500034886,0.02967092692312716
0.0668002672010688,0.057082631782293544,0.05420007494520782,0.05523111313065137,0.05901253191786815
0.10020040080160321,0.0850000674011855,0.08056986548608364,0.08223184042382224,0.08802861563401035
0.1336005344021376,0.1125100086796634,0.1064648180278975,0.10883105131648384,0.11672293465345736
0.16700066800267202,0.13961865461697764,0.13189371938501843,0.13503490265064194,0.14509920200151927
0.20040080160320642,0.1663321096690738,0.15686519355082684,0.16084945665041958,0.17316108765227028
0.23380093520374082,0.1926563851907623,0.18138770471504373,0.18628068237640136,0.20091221902804235
0.2672010688042752,0.21859740085588858,0.20546956022514312,0.21133445715762295,0.22835618149312303
0.30060120240480964,0.24416098605583966,0.2291189134928851,0.2360165680015497,0.2554965188417249
0.33400133600534404,0.26935288127671764,0.2523437668469859,0.2603327129823825,0.2823367337802928
0.36740146960587844,0.29417873945550543,0.2751519743329232,0.284288502608024,0.3088802884042144
0.40080160320641284,0.31864412731554514,0.29755124446085646,0.30788946116603366,0.335130604669
0.4342017368069472,0.34275452668164474,0.3195491429026238,0.3311410280488934,0.36109106485599446
0.46760187040748163,0.36651533577512374,0.34115309513875886,0.3540485590589034,0.3867650120326855
0.501002004008016,0.38993187048910427,0.36237038905645447,0.37661732769302037,0.41215575050767084
0.5344021376085504,0.4130093656443479,0.38320817749938135,0.3988525264079461,0.4372665462803462
0.5678022712090848,0.4357529762259363,0.4036734807702546,0.42075926786577106,0.4621006274853756
0.6012024048096193,0.45816777860108654,0.42377318908702377,0.4423425861604708,0.486661184832004
0.6346025384101537,0.4802587717183904,0.44351406499354507,0.4636074380255503,0.5109513720382725
0.6680026720106881,0.5020308782887595,0.46290274572558043,0.4845587040231255,0.5349743062601955
0.7014028056112225,0.5234889459483562,0.48194574553295055,0.5052011897147275,0.5587330685159575
0.7348029392117569,0.5446377484037849,0.5006494579586541,0.5255396268141105,0.5822307041051883
0.7682030728122912,0.5654819865598145,0.519020158075752,0.54557867432234,0.6054702230233727
0.8016032064128257,0.5860262896298981,0.5370640046827977,0.5653229196454336,0.6284546003714522
