0,0,0
50,0.5,0
100,5.3,2.4002
200,1.2,45.435
300,0.7,34.804
400,0.4,25.284
500,0.4,17.896
600,0.1,14.052
700,0.1,9.5565
800,0.1,7.1583
900,0.1,5.8568
1000,0.3,5.1301
1100,0.1,6.3717
1200,0.05,5.3523
1300,0,4.3633
